entity_id,state,last_changed
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.285,2025-02-10T20:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.405,2025-02-10T21:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.525,2025-02-10T22:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.635,2025-02-10T23:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.756,2025-02-11T00:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.876,2025-02-11T01:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,201.986,2025-02-11T02:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,202.106,2025-02-11T03:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,202.226,2025-02-11T04:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,202.347,2025-02-11T05:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,202.457,2025-02-11T06:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,202.577,2025-02-11T07:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,202.697,2025-02-11T08:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,202.817,2025-02-11T09:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,202.928,2025-02-11T10:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,203.048,2025-02-11T11:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,203.168,2025-02-11T12:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,203.288,2025-02-11T13:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,203.408,2025-02-11T14:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,203.529,2025-02-11T15:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,203.649,2025-02-11T16:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,203.769,2025-02-11T17:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,203.889,2025-02-11T18:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,204.12,2025-02-11T19:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,204.26,2025-02-11T20:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,204.381,2025-02-11T21:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,204.491,2025-02-11T22:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,204.611,2025-02-11T23:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,204.731,2025-02-12T00:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,204.851,2025-02-12T01:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,204.962,2025-02-12T02:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,205.082,2025-02-12T03:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,205.202,2025-02-12T04:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,205.322,2025-02-12T05:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,205.442,2025-02-12T06:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,205.553,2025-02-12T07:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,205.673,2025-02-12T08:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,205.793,2025-02-12T09:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,205.903,2025-02-12T10:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,206.023,2025-02-12T11:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,206.144,2025-02-12T12:00:00.000Z
sensor.third_reality_inc_3rsp02028bz_summation_delivered_4,206.264,2025-02-12T13:00:00.000Z
